40.74 	-117.9 	193.38
40.92 	-117.72 	193.5
40.8 	-117.54 	193.8
40.92 	-117.54 	193.74
40.8 	-117.66 	193.8
40.62 	-117.54 	193.74
40.56 	-117.9 	193.98
41.28 	-119.46 	199.98
41.34 	-119.64 	199.26
41.34 	-119.88 	198.3
41.52 	-120.18 	197.1
41.52 	-120.24 	195.96
41.64 	-120.24 	194.94
41.88 	-120.6 	193.98
42.06 	-120.78 	193.2
42.18 	-120.54 	193.38
42.24 	-120.42 	193.32
42.54 	-120.36 	193.32
42.36 	-120.18 	193.38
42.54 	-120.24 	193.5
42.72 	-120.36 	193.5
42.54 	-120.24 	193.32
42.54 	-120.36 	193.2
42.18 	-120.42 	193.02
42.24 	-120.54 	192.78
42.36 	-120.6 	192.66
42.72 	-120.72 	193.32
42.36 	-120.54 	194.34
42.18 	-120.54 	195.6
42.54 	-120.36 	196.38
42.54 	-120.18 	196.44
42.6 	-120.36 	196.38
42.42 	-120.36 	196.74
42.18 	-120.24 	196.8
41.88 	-120.18 	196.26
42.18 	-120.18 	195.24
42.18 	-120.18 	194.1
41.88 	-120.06 	193.2
41.82 	-120.36 	192.96
41.88 	-120.18 	192.96
42 	-120 	192.6
41.88 	-119.88 	192.48
42.06 	-120.06 	192.6
42.06 	-120.24 	192.6
42.24 	-120.54 	192.48
41.88 	-120.18 	193.92
42.06 	-119.88 	193.92
42.24 	-120.06 	194.16
42.42 	-120.06 	194.28
42.36 	-120.24 	194.46
42.36 	-120.18 	194.46
42.36 	-120.36 	194.52
42.36 	-120.18 	194.52
42.54 	-120.6 	193.32
42.18 	-120.54 	193.32
42 	-120.24 	193.14
41.7 	-120.42 	193.32
41.82 	-120.36 	193.02
41.7 	-120.18 	192.96
41.7 	-119.82 	193.02
41.88 	-119.88 	192.96
42 	-120 	192.96
41.82 	-120.24 	192.96
41.34 	-120 	193.38
41.52 	-120.06 	193.38
41.52 	-120 	193.56
41.64 	-120.24 	193.5
41.46 	-119.88 	193.5
41.28 	-120 	193.74
41.46 	-120.06 	193.8
41.64 	-119.82 	193.74
42.18 	-120 	193.02
42.06 	-119.82 	193.14
42.18 	-120 	192.84
42.18 	-119.7 	192.6
42.24 	-120 	192.48
42.24 	-119.88 	192.3
42.24 	-119.82 	192.24
42.42 	-120.24 	192.3
42.24 	-120.42 	192.3
42.42 	-120.54 	192.6
42.24 	-120.54 	192.96
42.06 	-120.72 	193.44
41.82 	-120.6 	194.34
41.82 	-120.72 	194.16
41.52 	-120.9 	194.34
41.34 	-120.6 	194.46
41.46 	-120.54 	194.46
41.46 	-120.42 	193.98
41.52 	-120.42 	193.98
41.64 	-120.54 	193.56
41.82 	-120.72 	192.66
41.7 	-120.6 	192.84
42 	-120.54 	192.78
42.18 	-120.42 	192.96
41.88 	-120.6 	193.14
41.52 	-119.64 	194.34
41.46 	-119.64 	194.34
41.7 	-119.64 	194.46
42 	-119.64 	194.46
41.82 	-119.46 	194.64
41.7 	-119.46 	194.52
41.64 	-119.52 	194.34
41.88 	-119.46 	194.52
42.36 	-120.36 	193.2
42.54 	-120.36 	193.2
42.36 	-120.18 	193.38
42.42 	-120.18 	193.56
42.6 	-120.36 	193.5
42.6 	-120.42 	193.38
42.72 	-120.42 	193.56
42.72 	-120.42 	193.32
42.78 	-120.54 	193.2
42.72 	-120.54 	193.32
42.9 	-120.6 	193.02
42.72 	-120.6 	192.84
42.6 	-120.72 	192.66
42.78 	-120.54 	192.6
42.9 	-120.54 	192.42
42.96 	-120.42 	193.44
42.9 	-120.36 	194.4
42.9 	-120.6 	195.24
42.9 	-120.78 	195.48
42.9 	-120.78 	195.66
42.96 	-120.9 	195.84
42.9 	-121.08 	196.2
42.78 	-120.96 	196.2
42.6 	-121.08 	195.3
42.54 	-121.32 	194.34
42.6 	-120.9 	193.74
42.42 	-120.96 	193.68
42.36 	-121.14 	193.56
42.36 	-121.08 	193.56
42.24 	-121.14 	193.5
42.06 	-121.5 	193.8
41.88 	-121.5 	193.74
42.18 	-121.5 	193.98
42.06 	-121.5 	193.92
42.06 	-121.14 	193.98
41.88 	-121.26 	193.98
41.82 	-120.96 	194.1
41.88 	-120.9 	193.98
41.88 	-120.9 	194.16
41.88 	-120.9 	194.34
41.64 	-120.96 	194.04
41.82 	-120.72 	194.04
42 	-120.78 	194.04
42.36 	-120.72 	194.1
42.36 	-120.78 	194.22
42.18 	-120.96 	194.1
42.42 	-121.08 	194.04
42.42 	-121.08 	193.74
42.36 	-121.08 	193.68
42.18 	-121.26 	193.68
41.88 	-121.26 	193.56
41.88 	-121.14 	194.7
42.06 	-121.14 	194.46
42.42 	-120.6 	194.34
42.18 	-120.42 	194.34
42.06 	-120.36 	194.52
42.36 	-120.18 	194.34
42.42 	-120.36 	194.16
42.24 	-120.6 	192.78
42.18 	-120.78 	193.02
42.18 	-120.9 	192.78
42.42 	-120.96 	192.66
42.42 	-120.78 	192.84
42.36 	-120.9 	192.84
42.24 	-121.08 	192.96
42.18 	-120.96 	193.38
42.24 	-120.6 	193.5
42.42 	-120.24 	193.38
42.24 	-120.36 	193.56
41.52 	-120.54 	194.88
41.46 	-120.6 	195.06
41.46 	-120.72 	195.06
41.34 	-120.6 	195.24
41.64 	-120.6 	194.94
41.64 	-120.42 	195.12
41.64 	-120.42 	195.48
41.64 	-120.72 	195.84
42.18 	-120.42 	194.7
42 	-120.54 	194.64
42 	-120.6 	194.7
42.24 	-120.72 	194.64
42 	-120.78 	194.82
41.88 	-120.9 	194.64
41.7 	-121.32 	194.28
41.64 	-121.26 	194.04
41.52 	-121.5 	193.74
41.7 	-121.62 	193.56
41.88 	-121.5 	193.5
41.28 	-121.86 	194.34
41.34 	-121.8 	194.46
41.46 	-121.86 	195.84
40.74 	-121.68 	197.7
40.74 	-121.62 	197.58
41.1 	-121.26 	197.52
41.1 	-121.26 	197.4
41.1 	-121.14 	197.22
41.34 	-120.78 	196.38
41.34 	-120.6 	196.08
41.28 	-120.72 	194.52
41.88 	-120.72 	192.78
42.06 	-120.6 	192.66
42 	-120.78 	193.14
42 	-120.54 	193.2
41.88 	-120.6 	193.2
41.7 	-120.54 	193.32
41.7 	-120.6 	193.2
41.82 	-120.72 	193.38
42.18 	-120.6 	193.2
42.24 	-120.54 	193.38
42.06 	-120.54 	193.32
42.24 	-120.42 	193.2
42.24 	-120.24 	193.38
42.54 	-120.06 	193.32
42.54 	-120 	193.38
42.54 	-120 	193.32
42.24 	-120 	193.14
41.82 	-120 	193.14
41.7 	-120.06 	193.02
41.52 	-120.42 	192.96
41.52 	-120.54 	192.78
41.52 	-120.72 	192.66
41.64 	-120.78 	192.42
41.52 	-120.78 	192.36
41.7 	-120.72 	192.48
42.06 	-120.72 	192.42
42.18 	-120.72 	192.3
42.18 	-120.78 	192.6
42.24 	-120.72 	192.78
42.42 	-120.72 	193.02
42.54 	-120.9 	193.14
42.54 	-120.96 	193.38
42.6 	-121.08 	193.38
42.54 	-121.26 	193.56
42.6 	-120.96 	193.38
42.72 	-120.78 	193.38
42.72 	-120.9 	193.5
42.6 	-120.96 	193.32
42.42 	-121.08 	193.56
42.36 	-120.96 	193.68
42 	-120.96 	193.68
42.18 	-121.08 	193.68
42.24 	-121.44 	194.1
42.06 	-121.14 	194.04
42 	-121.26 	193.86
42.18 	-121.26 	194.16
42.06 	-121.26 	194.34
42 	-121.32 	194.28
42.24 	-121.44 	194.16
42 	-121.44 	194.1
41.88 	-121.26 	193.74
42 	-121.26 	193.8
42 	-121.14 	193.74
41.7 	-120.9 	193.5
42.06 	-120.42 	193.32
42.24 	-120.24 	193.02
42.06 	-120.36 	192.96
42.36 	-120.24 	193.02
42.18 	-120.54 	193.32
42.36 	-120.9 	193.2
42.54 	-120.9 	193.2
42.54 	-121.08 	193.2
42.24 	-121.5 	193.14
42.36 	-121.44 	193.32
42.06 	-121.08 	194.28
41.82 	-120.96 	194.1
41.82 	-120.6 	193.98
41.82 	-120.42 	193.98
41.82 	-120.72 	193.98
41.82 	-120.78 	194.1
41.88 	-120.6 	193.92
41.88 	-120.78 	193.92
42.18 	-121.26 	193.2
42.18 	-121.26 	193.32
42.18 	-121.44 	193.2
42.18 	-121.32 	193.14
42.06 	-120.96 	193.32
42.24 	-120.78 	193.2
42.06 	-120.9 	193.32
42 	-120.72 	193.38
42.36 	-120.42 	193.2
42.24 	-120.42 	193.32
42.24 	-120.24 	193.32
42.06 	-120.24 	193.98
42.18 	-120.42 	193.98
42.06 	-120.54 	193.98
42.24 	-120.72 	194.1
42.36 	-120.6 	194.1
42 	-120.6 	194.1
42.18 	-120.72 	193.8
42.36 	-120.72 	193.98
42.42 	-120.9 	193.5
42.36 	-120.72 	193.5
42 	-120.96 	193.5
42 	-120.9 	193.56
42 	-121.08 	193.2
42.24 	-120.96 	193.5
42.54 	-120.78 	193.74
42.24 	-120.96 	193.68
42.24 	-120.96 	193.74
42.36 	-121.08 	193.38
42.72 	-120.78 	193.32
41.88 	-120.72 	193.92
42.18 	-120.9 	195
42 	-120.96 	194.82
41.64 	-121.26 	194.88
41.7 	-121.08 	195.06
41.88 	-120.9 	194.82
41.7 	-120.96 	194.88
41.82 	-120.78 	194.52
42.6 	-120.6 	193.68
42.18 	-120.42 	192.78
42.18 	-120.36 	192.84
42.24 	-120.06 	192.6
42.06 	-120.36 	192.3
41.82 	-120.6 	192.42
41.82 	-120.42 	192.6
41.52 	-120.54 	193.02
41.46 	-120.72 	193.2
41.52 	-120.78 	193.2
41.34 	-121.08 	193.02
41.34 	-121.14 	193.02
41.52 	-120.96 	193.02
41.34 	-120.9 	193.14
41.52 	-120.72 	193.02
41.7 	-120.9 	192.84
41.82 	-120.9 	193.02
41.88 	-120.78 	192.96
42.24 	-120.72 	192.78
42.42 	-120.78 	192.84
42.72 	-120.72 	192.78
42.9 	-120.42 	192.6
42.72 	-120.72 	192.78
42.54 	-120.72 	192.96
42.9 	-120.54 	193.2
42.9 	-120.42 	193.32
42.6 	-120.24 	193.32
42.36 	-120.24 	193.02
41.88 	-120.42 	193.32
42 	-120.6 	193.5
42 	-120.42 	193.32
42.06 	-120.36 	193.2
41.82 	-120.36 	192.78
42 	-120.42 	192.96
42.18 	-120.42 	193.32
42.18 	-120.24 	193.68
42.42 	-120.18 	193.5
42.54 	-120.18 	193.38
42.6 	-120.24 	193.32
42.72 	-120.36 	193.38
42.6 	-120.72 	193.38
42.42 	-120.6 	193.32
42.54 	-120.78 	193.2
42.6 	-120.54 	193.02
42.78 	-120.54 	193.02
42.54 	-120.42 	192.96
42.42 	-120.54 	193.02
42.36 	-120.42 	192.84
42.54 	-120.06 	193.38
42.18 	-119.88 	194.4
41.16 	-120.18 	195.84
40.56 	-120.6 	196.62
40.2 	-120.54 	197.94
39.3 	-120.96 	199.2
39.66 	-121.5 	200.1
39.72 	-121.32 	201.66
39.3 	-121.08 	202.2
38.04 	-121.44 	203.52
37.86 	-121.32 	203.7
38.4 	-120.96 	204.18
38.64 	-121.26 	203.16
39.72 	-120.78 	202.38
39.54 	-120 	202.86
38.64 	-120.54 	203.4
39 	-120.9 	202.38
40.74 	-120.78 	200.1
41.88 	-120.42 	198.48
41.64 	-120.18 	198.24
41.64 	-119.88 	198.06
41.7 	-119.7 	197.46
41.64 	-120.06 	195.84
42.54 	-119.52 	193.68
42.36 	-119.52 	193.68
42.06 	-119.46 	193.68
41.82 	-119.7 	193.68
42.24 	-120.36 	192.66
42.24 	-120.36 	192.6
42 	-120.6 	192.96
41.88 	-120.6 	193.32
41.88 	-120.78 	193.5
42.18 	-120.96 	193.2
42.06 	-121.14 	193.14
42.18 	-120.96 	193.14
42.24 	-120.78 	193.14
42.24 	-120.96 	193.14
42.6 	-120.9 	192.84
42.42 	-121.26 	193.32
42.36 	-121.08 	193.32
42.06 	-120.78 	193.38
42.36 	-120.6 	193.32
42.54 	-120.72 	193.32
42.36 	-120.6 	193.14
42.42 	-120.42 	193.02
42.36 	-120.54 	193.2
42.72 	-120 	192.66
42.72 	-120.06 	192.66
42.78 	-120.18 	192.84
42.78 	-120.24 	192.96
42.78 	-120.06 	192.78
42.6 	-120.24 	193.02
42.36 	-120.36 	193.02
42.42 	-120.24 	193.02
42.54 	-120.42 	192.96
42.54 	-120.54 	192.96
42.36 	-120.6 	192.96
42.54 	-120.6 	192.96
42.42 	-120.78 	192.96
42.72 	-120.6 	192.84
42.96 	-120.6 	192.96
42.6 	-120.72 	192.66
42.36 	-120.72 	192.66
42.18 	-120.72 	192.78
42.36 	-120.78 	192.66
41.82 	-120.72 	192.78
41.88 	-120.78 	192.78
41.7 	-120.72 	192.78
41.52 	-120.78 	192.66
41.82 	-120.78 	192.84
42.06 	-120.72 	192.96
42.36 	-120.54 	192.96
42.42 	-120.24 	192.96
42.6 	-120.24 	192.84
42.42 	-120.18 	192.96
42.72 	-120.54 	192.96
42.78 	-120.42 	192.96
42.6 	-120.6 	193.02
42.54 	-120.54 	192.84
42.42 	-120.6 	192.66
42.24 	-120.54 	192.66
42.36 	-120.54 	192.78
42.42 	-120.6 	192.66
42.24 	-120.36 	192.6
42.18 	-120.42 	192.66
42.36 	-120.18 	192.6
42.18 	-120.36 	192.6
42.36 	-120.36 	192.48
42.54 	-120.54 	192.6
42.6 	-120.42 	192.42
42.36 	-120.18 	192.6
42.36 	-120.42 	192.66
42.24 	-120.42 	192.84
42.24 	-120.72 	192.84
42.54 	-120.6 	192.84
42.24 	-120.72 	193.02
42.54 	-120.6 	192.84
42.42 	-120.78 	193.02
42.78 	-120.78 	192.96
42.78 	-120.78 	192.78
42.9 	-120.9 	192.54
42.78 	-120.54 	192.42
42.72 	-120.42 	192.72
42.78 	-120.36 	192.6
42.54 	-120.54 	192.66
42.54 	-120.36 	192.78
42.42 	-120.36 	192.84
42.6 	-120.24 	192.96
42.9 	-120.18 	193.14
42.96 	-120.36 	193.38
43.08 	-120.54 	193.2
42.96 	-120.54 	193.2
42.96 	-120.42 	193.2
43.14 	-120.6 	193.44
43.14 	-120.78 	193.32
42.9 	-120.72 	193.5
42.6 	-120.54 	193.5
42.54 	-120.36 	193.56
42.54 	-120.24 	193.56
42.6 	-120.24 	193.74
42.6 	-120.06 	194.28
42.42 	-120 	193.86
42.42 	-119.82 	193.86
42.6 	-119.82 	193.56
42.6 	-120 	193.56
42.6 	-120.06 	193.32
42.54 	-120.06 	193.2
42.42 	-120.06 	193.02
42.42 	-120.42 	192.6
42.42 	-120.42 	192.66
42.42 	-120.54 	192.66
42.36 	-120.42 	192.84
41.52 	-120.06 	193.32
41.64 	-120.24 	193.68
41.52 	-120.36 	193.92
41.52 	-120.42 	193.92
41.52 	-120.24 	193.74
41.34 	-120.36 	193.68
41.28 	-120.42 	193.68
41.34 	-120.6 	193.38
42.06 	-120.9 	192.78
42 	-120.72 	192.6
42.36 	-120.72 	192.6
42.18 	-120.9 	192.66
42.24 	-120.78 	192.6
42.24 	-120.9 	192.6
42.24 	-120.78 	192.84
42.24 	-120.9 	192.6
42.24 	-121.08 	192.42
41.82 	-121.08 	192.84
41.82 	-120.78 	192.96
41.88 	-120.78 	193.38
42 	-120.54 	193.38
41.88 	-120.6 	193.32
42 	-120.54 	193.38
42 	-120.42 	193.56
42 	-120.06 	193.56
42.06 	-119.88 	193.32
42.24 	-120 	193.38
42.42 	-119.88 	192.96
42.24 	-119.88 	193.14
42.54 	-120 	193.2
42.6 	-120.24 	193.32
42.6 	-120.18 	193.32
42.6 	-120.24 	193.32
42.6 	-120.24 	193.14
42.6 	-120.18 	193.02
42.42 	-120.36 	193.14
41.82 	-121.08 	195.06
40.62 	-121.62 	196.98
40.08 	-121.14 	197.76
40.2 	-121.26 	197.7
40.44 	-121.44 	197.7
40.26 	-121.44 	197.88
40.08 	-121.62 	197.88
40.26 	-121.68 	197.94
40.98 	-121.08 	195.84
41.82 	-120.42 	194.1
42.24 	-120.72 	193.32
42.36 	-120.6 	193.68
42.24 	-120.36 	193.74
42.36 	-120.42 	193.74
42.42 	-120.24 	193.56
42.24 	-120.18 	193.2
42 	-120.18 	193.38
42.18 	-120.18 	193.02
42.06 	-120.06 	192.78
41.88 	-120.18 	192.54
41.82 	-120.24 	192.42
41.82 	-120.18 	192.18
