0.041784,0.038142,0.167594,0.169988,0.004000
0.038142,0.037185,0.169988,0.172383,0.004000
0.037185,0.041711,0.172383,0.174777,0.005000
0.041711,0.038172,0.174777,0.172383,0.004000
0.038172,0.036740,0.172383,0.172383,0.004000
0.036740,0.036263,0.172383,0.179565,0.004000
0.036263,0.042360,0.179565,0.172383,0.005000
0.042360,0.038844,0.172383,0.177171,0.004000
0.038844,0.038183,0.177171,0.179565,0.004000
0.038183,0.042289,0.179565,0.172383,0.005000
0.042289,0.038820,0.172383,0.172383,0.004000
0.038820,0.037666,0.172383,0.172383,0.004000
0.037666,0.037992,0.172383,0.177171,0.004000
0.037992,0.042616,0.177171,0.174777,0.005000
0.042616,0.039184,0.174777,0.172383,0.004000
0.039184,0.037787,0.172383,0.177171,0.004000
0.037787,0.042548,0.177171,0.177171,0.005000
0.042548,0.039416,0.177171,0.174777,0.004000
0.039416,0.038119,0.174777,0.184354,0.004000
0.038119,0.043615,0.184354,0.179565,0.005000
0.043615,0.040026,0.179565,0.179565,0.004000
0.040026,0.038832,0.179565,0.174777,0.004000
0.038832,0.037214,0.174777,0.169988,0.004000
0.037214,0.041402,0.169988,0.167594,0.005000
0.041402,0.038015,0.167594,0.169988,0.004000
0.038015,0.037853,0.169988,0.174777,0.004000
0.037853,0.042252,0.174777,0.177171,0.005000
0.042252,0.039317,0.177171,0.172383,0.004000
0.039317,0.037831,0.172383,0.177171,0.004000
0.037831,0.042563,0.177171,0.181959,0.005000
0.042563,0.039931,0.181959,0.181959,0.004000
0.039931,0.038345,0.181959,0.181959,0.004000
0.038345,0.038527,0.181959,0.177171,0.004000
0.038527,0.042795,0.177171,0.174777,0.005000
0.042795,0.039243,0.174777,0.177171,0.004000
0.039243,0.038316,0.177171,0.169988,0.004000
0.038316,0.041768,0.169988,0.174777,0.005000
0.041768,0.038902,0.174777,0.169988,0.004000
0.038902,0.037438,0.169988,0.177171,0.004000
0.037438,0.042432,0.177171,0.177171,0.005000
0.042432,0.039378,0.177171,0.179565,0.004000
0.039378,0.038616,0.179565,0.181959,0.004000
0.038616,0.038618,0.181959,0.177171,0.004000
0.038618,0.042825,0.177171,0.179565,0.005000
0.042825,0.039763,0.179565,0.179565,0.004000
0.039763,0.038744,0.179565,0.177171,0.004000
0.038744,0.042867,0.177171,0.172383,0.005000
0.042867,0.039012,0.172383,0.177171,0.004000
0.039012,0.038240,0.177171,0.177171,0.004000
0.038240,0.037982,0.177171,0.179565,0.004000
0.037982,0.042932,0.179565,0.179565,0.005000
0.042932,0.039799,0.179565,0.181959,0.004000
0.039799,0.039011,0.181959,0.179565,0.004000
0.039011,0.043274,0.179565,0.169988,0.005000
0.043274,0.038893,0.169988,0.177171,0.004000
0.038893,0.038910,0.177171,0.181959,0.004000
0.038910,0.043559,0.181959,0.181959,0.005000
0.043559,0.040263,0.181959,0.191536,0.004000
0.040263,0.040185,0.191536,0.184354,0.004000
0.040185,0.039395,0.184354,0.184354,0.004000
0.039395,0.043329,0.184354,0.179565,0.005000
0.043329,0.039221,0.179565,0.174777,0.004000
0.039221,0.038054,0.174777,0.169988,0.004000
0.038054,0.040971,0.169988,0.174777,0.005000
0.040971,0.038636,0.174777,0.174777,0.004000
0.038636,0.037859,0.174777,0.174777,0.004000
0.037859,0.042254,0.174777,0.181959,0.005000
0.042254,0.039118,0.181959,0.179565,0.004000
0.039118,0.038530,0.179565,0.172383,0.004000
0.038530,0.037569,0.172383,0.177171,0.004000
0.037569,0.042476,0.177171,0.177171,0.005000
0.042476,0.039392,0.177171,0.177171,0.004000
0.039392,0.038366,0.177171,0.174777,0.004000
0.038366,0.042422,0.174777,0.179565,0.005000
0.042422,0.039629,0.179565,0.177171,0.004000
0.039629,0.038445,0.177171,0.174777,0.004000
0.038445,0.037796,0.174777,0.181959,0.004000
0.037796,0.043189,0.181959,0.177171,0.005000
0.043189,0.039629,0.177171,0.172383,0.004000
0.039629,0.037935,0.172383,0.174777,0.004000
0.037935,0.042279,0.174777,0.179565,0.005000
0.042279,0.038871,0.179565,0.174777,0.004000
0.038871,0.037938,0.174777,0.174777,0.004000
0.037938,0.042280,0.174777,0.177171,0.005000
0.042280,0.039327,0.177171,0.177171,0.004000
0.039327,0.037634,0.177171,0.172383,0.004000
0.037634,0.036561,0.172383,0.179565,0.004000
0.036561,0.042459,0.179565,0.179565,0.005000
0.042459,0.039641,0.179565,0.174777,0.004000
0.039641,0.038194,0.174777,0.172383,0.004000
0.038194,0.042046,0.172383,0.177171,0.005000
0.042046,0.039249,0.177171,0.177171,0.004000
0.039249,0.038318,0.177171,0.184354,0.004000
0.038318,0.043681,0.184354,0.177171,0.005000
0.043681,0.039793,0.177171,0.181959,0.004000
0.039793,0.039009,0.181959,0.179565,0.004000
0.039009,0.038493,0.179565,0.169988,0.004000
0.038493,0.041827,0.169988,0.172383,0.005000
0.041827,0.038666,0.172383,0.174777,0.004000
0.038666,0.037869,0.174777,0.172383,0.004000
0.037869,0.041938,0.172383,0.174777,0.005000
0.041938,0.038958,0.174777,0.172383,0.004000
0.038958,0.037712,0.172383,0.174777,0.004000
0.037712,0.042205,0.174777,0.177171,0.005000
0.042205,0.038592,0.177171,0.169988,0.004000
0.038592,0.036625,0.169988,0.169988,0.004000
0.036625,0.036680,0.169988,0.169988,0.004000
0.036680,0.041224,0.169988,0.167594,0.005000
0.041224,0.037956,0.167594,0.169988,0.004000
0.037956,0.037123,0.169988,0.172383,0.004000
0.037123,0.040980,0.172383,0.172383,0.005000
0.040980,0.038384,0.172383,0.172383,0.004000
0.038384,0.037521,0.172383,0.177171,0.004000
0.037521,0.037033,0.177171,0.179565,0.004000
0.037033,0.041906,0.179565,0.174777,0.005000
0.041906,0.038237,0.174777,0.174777,0.004000
0.038237,0.037017,0.174777,0.172383,0.004000
0.037017,0.040945,0.172383,0.179565,0.005000
0.040945,0.038427,0.179565,0.184354,0.004000
0.038427,0.038810,0.184354,0.179565,0.004000
0.038810,0.043207,0.179565,0.179565,0.005000
0.043207,0.039890,0.179565,0.174777,0.004000
0.039890,0.038277,0.174777,0.174777,0.004000
0.038277,0.037740,0.174777,0.179565,0.004000
0.037740,0.042851,0.179565,0.179565,0.005000
0.042851,0.040482,0.179565,0.181959,0.004000
0.040482,0.039239,0.181959,0.179565,0.004000
0.039239,0.043350,0.179565,0.184354,0.005000
0.043350,0.040448,0.184354,0.189142,0.004000
0.040448,0.039992,0.189142,0.184354,0.004000
0.039992,0.044948,0.184354,0.181959,0.005000
0.044948,0.041435,0.181959,0.179565,0.004000
0.041435,0.040011,0.179565,0.174777,0.004000
0.040011,0.039027,0.174777,0.179565,0.004000
0.039027,0.043280,0.179565,0.184354,0.005000
0.043280,0.040424,0.184354,0.177171,0.004000
0.040424,0.039419,0.177171,0.174777,0.004000
0.039419,0.043483,0.174777,0.172383,0.005000
0.043483,0.039217,0.172383,0.179565,0.004000
0.039217,0.038563,0.179565,0.177171,0.004000
0.038563,0.038090,0.177171,0.181959,0.004000
