-87.234,-0.027,0.479,-9.810,0.011,0.472,-0.000,-0.000,0.000
-87.230,-0.026,0.480,-9.805,0.004,0.479,-0.003,0.001,0.001
-87.224,-0.027,0.482,-9.812,0.007,0.483,-0.003,0.002,0.001
-87.217,-0.026,0.483,-9.814,0.002,0.485,-0.002,0.001,0.000
-87.216,-0.023,0.484,-9.803,0.000,0.477,-0.001,0.000,0.000
-87.212,-0.022,0.483,-9.808,0.004,0.484,0.002,-0.001,0.001
-87.211,-0.021,0.481,-9.813,0.002,0.481,0.002,-0.001,0.000
-87.208,-0.024,0.481,-9.810,0.008,0.482,0.001,-0.000,-0.000
-87.212,-0.021,0.480,-9.811,0.001,0.473,0.001,-0.001,0.001
-87.221,-0.020,0.479,-9.816,0.002,0.466,0.002,-0.001,0.000
-87.222,-0.021,0.478,-9.815,0.005,0.476,0.002,-0.001,0.001
-87.224,-0.026,0.477,-9.806,0.013,0.473,0.001,-0.001,0.000
-87.221,-0.030,0.478,-9.807,0.011,0.480,-0.001,-0.000,-0.000
-87.220,-0.024,0.478,-9.816,-0.004,0.478,-0.001,0.000,0.000
-87.214,-0.029,0.479,-9.799,0.012,0.484,-0.001,0.001,0.000
-87.218,-0.032,0.480,-9.798,0.010,0.470,-0.002,0.000,-0.000
-87.220,-0.030,0.481,-9.805,0.002,0.472,-0.001,0.001,0.001
-87.221,-0.032,0.481,-9.805,0.009,0.473,-0.001,0.001,0.000
-87.223,-0.033,0.481,-9.812,0.007,0.474,0.001,0.000,0.001
-87.224,-0.036,0.480,-9.808,0.012,0.474,0.002,-0.000,0.000
-87.227,-0.042,0.479,-9.808,0.016,0.472,0.002,-0.001,0.001
-87.222,-0.047,0.478,-9.805,0.016,0.484,0.001,-0.001,0.000
-87.219,-0.047,0.478,-9.810,0.008,0.481,0.001,-0.001,-0.000
-87.217,-0.048,0.478,-9.805,0.010,0.480,0.000,0.000,0.001
-87.215,-0.049,0.478,-9.810,0.010,0.480,-0.000,-0.000,0.000
-87.214,-0.047,0.478,-9.810,0.006,0.479,-0.000,0.000,0.000
-87.214,-0.054,0.478,-9.806,0.019,0.476,0.001,0.001,0.000
-87.208,-0.057,0.477,-9.808,0.015,0.487,0.000,0.000,0.000
-87.209,-0.054,0.477,-9.799,0.005,0.476,0.001,0.000,-0.001
-87.205,-0.057,0.477,-9.814,0.013,0.485,0.001,0.000,-0.001
-87.206,-0.056,0.476,-9.817,0.009,0.479,0.000,0.000,0.000
-87.205,-0.054,0.477,-9.811,0.007,0.481,-0.000,-0.000,0.000
-87.206,-0.051,0.477,-9.810,0.005,0.477,0.000,-0.001,0.001
-87.203,-0.050,0.476,-9.804,0.008,0.484,0.000,-0.000,0.000
-87.203,-0.046,0.477,-9.814,0.002,0.479,-0.000,0.001,0.000
-87.203,-0.040,0.476,-9.811,-0.003,0.478,0.000,0.000,-0.000
-87.208,-0.038,0.476,-9.801,0.005,0.472,0.000,-0.001,0.000
-87.210,-0.038,0.476,-9.801,0.007,0.475,0.001,-0.000,0.000
-87.210,-0.041,0.475,-9.808,0.011,0.479,0.002,-0.001,0.000
-87.209,-0.041,0.474,-9.800,0.008,0.481,0.001,-0.001,0.000
-87.206,-0.042,0.475,-9.794,0.009,0.481,-0.001,0.000,0.000
-87.207,-0.045,0.474,-9.805,0.013,0.476,0.001,0.000,0.000
-87.206,-0.045,0.474,-9.813,0.008,0.481,-0.000,0.000,-0.000
-87.202,-0.051,0.474,-9.813,0.018,0.485,0.000,0.000,0.001
-87.195,-0.051,0.475,-9.811,0.009,0.490,-0.001,0.001,0.001
-87.191,-0.051,0.476,-9.817,0.010,0.485,-0.001,0.001,0.001
-87.192,-0.050,0.477,-9.809,0.007,0.479,-0.002,0.001,0.001
