-90.009,-0.066,41.676,-9.800,0.010,-0.004,-0.000,0.001,0.001
-90.014,-0.071,41.676,-9.802,0.020,-0.009,0.001,0.000,0.000
-90.014,-0.078,41.676,-9.804,0.023,-0.004,0.000,0.000,-0.000
-90.018,-0.071,41.675,-9.799,0.002,-0.008,0.000,0.000,0.001
-90.019,-0.061,41.675,-9.802,-0.002,-0.006,0.001,0.001,-0.000
-90.018,-0.064,41.674,-9.820,0.014,-0.002,0.000,0.000,0.000
-90.022,-0.064,41.674,-9.811,0.013,-0.010,0.001,-0.000,0.001
-90.021,-0.069,41.674,-9.807,0.019,-0.002,0.001,-0.000,0.000
-90.016,-0.066,41.674,-9.807,0.008,0.005,0.000,0.000,0.001
-90.018,-0.069,41.673,-9.803,0.016,-0.007,0.001,0.001,-0.000
-90.015,-0.067,41.673,-9.807,0.009,0.001,0.000,0.000,-0.000
-90.014,-0.067,41.672,-9.812,0.011,-0.001,0.001,0.000,0.000
-90.010,-0.066,41.672,-9.812,0.011,0.002,0.001,0.001,0.000
-90.017,-0.069,41.672,-9.809,0.016,-0.014,0.000,0.001,0.001
-90.016,-0.068,41.672,-9.807,0.011,-0.001,0.000,0.000,0.000
-90.012,-0.065,41.671,-9.802,0.008,0.002,0.001,0.000,0.001
-90.013,-0.068,41.671,-9.820,0.016,-0.003,0.000,0.000,0.000
-90.007,-0.076,41.671,-9.813,0.024,0.005,0.000,0.001,-0.001
-90.008,-0.076,41.670,-9.810,0.014,-0.002,0.001,0.001,0.000
-90.011,-0.078,41.671,-9.811,0.015,-0.007,-0.000,0.000,0.000
-90.009,-0.079,41.670,-9.805,0.016,0.001,0.000,0.001,0.000
-90.010,-0.079,41.670,-9.796,0.014,-0.004,0.000,0.000,0.000
-90.008,-0.080,41.671,-9.811,0.014,0.002,-0.000,0.000,0.000
-90.005,-0.074,41.671,-9.800,0.005,0.004,-0.001,-0.001,0.001
-90.004,-0.072,41.671,-9.811,0.010,0.001,0.000,0.000,0.001
-89.996,-0.071,41.670,-9.812,0.011,0.010,0.000,0.001,0.000
-89.996,-0.074,41.670,-9.808,0.016,0.001,0.001,0.001,0.000
-89.994,-0.064,41.670,-9.801,-0.002,0.004,0.000,0.000,0.001
-89.994,-0.062,41.669,-9.810,0.008,-0.001,0.001,0.001,0.000
-89.995,-0.067,41.669,-9.814,0.019,0.001,0.001,0.000,0.000
-89.992,-0.067,41.668,-9.814,0.011,0.004,0.001,0.001,0.000
-89.994,-0.062,41.668,-9.807,0.003,-0.004,0.000,0.001,0.000
-89.995,-0.056,41.668,-9.807,0.003,0.001,0.000,-0.000,0.001
-89.992,-0.061,41.668,-9.798,0.016,0.004,0.001,0.000,-0.000
-89.994,-0.060,41.667,-9.814,0.010,-0.002,0.001,0.000,0.000
-89.990,-0.066,41.666,-9.808,0.019,0.008,0.001,-0.000,-0.000
-89.992,-0.064,41.666,-9.811,0.008,-0.001,0.001,0.000,-0.001
-89.989,-0.062,41.665,-9.810,0.007,0.006,0.001,0.000,-0.000
-89.990,-0.062,41.665,-9.820,0.010,0.000,0.001,0.000,-0.001
-89.993,-0.060,41.664,-9.807,0.008,-0.004,0.001,0.000,-0.000
-89.994,-0.059,41.664,-9.809,0.009,-0.001,0.001,0.000,0.000
-89.999,-0.055,41.663,-9.809,0.003,-0.007,0.001,0.000,0.000
-90.002,-0.052,41.663,-9.807,0.004,-0.004,0.000,0.000,-0.000
-90.000,-0.054,41.663,-9.816,0.013,0.003,0.000,-0.000,0.000
