-0.937500	-1.250000	0.875000	0.019043	-0.052246	0.978027	0.209961	0.031250	-0.448730	0.000000
-0.937500	-1.250000	0.875000	0.019043	-0.052246	0.978027	0.209961	0.031250	-0.448730	0.003906
-0.937500	-1.875000	0.250000	0.019043	-0.067871	0.997559	0.209961	0.031250	-0.448730	0.007813
-1.312500	-2.000000	0.125000	0.026855	-0.032715	0.989746	0.214844	0.041016	-0.453613	0.011719
-1.750000	-2.125000	0.000000	0.003418	-0.032715	0.993652	0.214844	0.041016	-0.453613	0.015625
-1.562500	-2.312500	-0.187500	0.000000	-0.009277	1.020508	0.214844	0.041016	-0.453613	0.019531
-1.250000	-2.187500	-0.062500	-0.003906	-0.028809	1.020508	0.214844	0.041016	-0.453613	0.023438
-1.000000	-1.937500	-0.062500	0.011230	-0.032715	1.001465	0.214844	0.041016	-0.453613	0.027344
-0.812500	-1.687500	0.062500	-0.007813	-0.044434	1.009277	0.214844	0.041016	-0.453613	0.031250
-0.625000	-1.312500	0.000000	0.015137	-0.032715	1.001465	0.214844	0.041016	-0.453613	0.035156
-0.875000	-1.062500	0.375000	0.007324	-0.032715	0.981934	0.212402	0.038574	-0.438477	0.039063
-0.812500	-0.625000	0.437500	0.003418	-0.024902	1.005371	0.212402	0.038574	-0.438477	0.042969
-1.187500	-0.625000	0.625000	-0.003906	-0.056152	1.012695	0.212402	0.038574	-0.438477	0.046875
-1.437500	-0.687500	0.625000	0.022949	-0.040527	1.009277	0.205078	0.031250	-0.438477	0.050781
-1.625000	-1.062500	0.812500	0.000000	-0.052246	0.985840	0.205078	0.031250	-0.438477	0.054688
-1.625000	-1.000000	0.687500	0.030762	-0.040527	0.993652	0.205078	0.031250	-0.438477	0.058594
-2.000000	-0.875000	0.625000	0.019043	-0.060059	0.989746	0.205078	0.031250	-0.438477	0.062500
-2.687500	-1.187500	0.625000	0.019043	-0.044434	1.005371	0.209961	0.038574	-0.441406	0.066406
-2.875000	-1.312500	0.625000	0.022949	-0.060059	1.009277	0.209961	0.038574	-0.441406	0.070313
-3.125000	-1.375000	0.875000	0.007324	-0.032715	1.001465	0.209961	0.038574	-0.441406	0.074219
-2.875000	-1.937500	0.750000	0.026855	-0.067871	1.005371	0.202148	0.025879	-0.443848	0.078125
-2.750000	-2.375000	0.562500	0.035156	-0.060059	0.974121	0.202148	0.025879	-0.443848	0.082031
-2.500000	-2.750000	0.750000	0.022949	-0.044434	0.985840	0.202148	0.025879	-0.443848	0.085938
-2.250000	-3.125000	0.812500	0.011230	-0.052246	1.005371	0.202148	0.025879	-0.443848	0.089844
-2.125000	-3.000000	1.062500	-0.003906	-0.052246	1.001465	0.202148	0.025879	-0.443848	0.093750
-2.062500	-2.500000	1.187500	0.022949	-0.052246	1.005371	0.202148	0.025879	-0.443848	0.097656
-2.125000	-2.312500	1.437500	0.003418	-0.052246	1.001465	0.202148	0.025879	-0.443848	0.101563
-2.125000	-2.000000	1.187500	0.019043	-0.048340	1.001465	0.214844	0.036133	-0.446289	0.105469
-2.125000	-1.562500	0.750000	0.011230	-0.036621	1.005371	0.214844	0.036133	-0.446289	0.109375
