0.259614, -0.706744, 0.311514, 0.579710
0.259635, -0.706708, 0.311497, 0.579753
0.259613, -0.706693, 0.311517, 0.579772
0.259570, -0.706700, 0.311554, 0.579762
0.259547, -0.706708, 0.311574, 0.579752
0.259530, -0.706649, 0.311589, 0.579823
0.259526, -0.706670, 0.311594, 0.579796
0.259445, -0.706622, 0.311662, 0.579855
0.259424, -0.706646, 0.311681, 0.579825
0.259480, -0.706703, 0.311636, 0.579755
0.259507, -0.706735, 0.311614, 0.579715
0.259562, -0.706756, 0.311570, 0.579689
0.259526, -0.706752, 0.311601, 0.579693
0.259550, -0.706770, 0.311583, 0.579671
0.259584, -0.706755, 0.311555, 0.579688
0.259636, -0.706764, 0.311514, 0.579676
0.259653, -0.706729, 0.311501, 0.579718
0.259667, -0.706729, 0.311491, 0.579717
0.259597, -0.706730, 0.311549, 0.579716
0.259539, -0.706737, 0.311598, 0.579707
0.259528, -0.706697, 0.311609, 0.579755
0.259604, -0.706687, 0.311548, 0.579766
0.259605, -0.706618, 0.311549, 0.579849
0.259637, -0.706619, 0.311524, 0.579846
0.259567, -0.706649, 0.311582, 0.579810
0.259575, -0.706697, 0.311577, 0.579751
0.259544, -0.706692, 0.311604, 0.579757
0.259585, -0.706707, 0.311571, 0.579738
0.259610, -0.706682, 0.311552, 0.579767
0.259639, -0.706677, 0.311529, 0.579772
0.259641, -0.706742, 0.311528, 0.579693
0.259649, -0.706697, 0.311523, 0.579746
0.259703, -0.706631, 0.311480, 0.579826
0.259619, -0.706575, 0.311551, 0.579894
0.259620, -0.706608, 0.311552, 0.579852
0.259575, -0.706662, 0.311591, 0.579786
0.259563, -0.706628, 0.311603, 0.579827
0.259530, -0.706551, 0.311632, 0.579920
0.259569, -0.706455, 0.311602, 0.580035
0.259642, -0.706451, 0.311543, 0.580040
0.259642, -0.706498, 0.311545, 0.579981
0.259716, -0.706385, 0.311506, 0.580106
0.259563, -0.706501, 0.311641, 0.579961
0.259580, -0.706365, 0.311633, 0.580123
0.259595, -0.706241, 0.311623, 0.580273
0.259613, -0.706187, 0.311610, 0.580337
0.259644, -0.706199, 0.311585, 0.580322
0.259642, -0.706235, 0.311588, 0.580278
0.259655, -0.706294, 0.311577, 0.580206
0.259645, -0.706325, 0.311586, 0.580167
0.259726, -0.706368, 0.311521, 0.580114
0.259696, -0.706406, 0.311546, 0.580068
0.259691, -0.706400, 0.311552, 0.580075
0.259697, -0.706496, 0.311548, 0.579957
0.259641, -0.706457, 0.311595, 0.580004
0.259666, -0.706433, 0.311575, 0.580034
0.259704, -0.706409, 0.311545, 0.580061
0.259726, -0.706500, 0.311527, 0.579950
0.259723, -0.706498, 0.311530, 0.579952
0.259713, -0.706509, 0.311539, 0.579938
0.259693, -0.706542, 0.311558, 0.579898
0.259610, -0.706389, 0.311629, 0.580083
0.259587, -0.706443, 0.311648, 0.580017
0.259420, -0.706342, 0.311788, 0.580140
0.259399, -0.706200, 0.311808, 0.580312
0.259551, -0.706420, 0.311683, 0.580042
0.259614, -0.706662, 0.311632, 0.579747
0.259649, -0.706710, 0.311605, 0.579687
0.259615, -0.706695, 0.311635, 0.579704
0.259536, -0.706595, 0.311702, 0.579826
0.259615, -0.706508, 0.311639, 0.579930
0.259662, -0.706507, 0.311602, 0.579930
0.259644, -0.706551, 0.311618, 0.579876
0.259632, -0.706553, 0.311629, 0.579873
0.259596, -0.706513, 0.311661, 0.579921
0.259620, -0.706496, 0.311642, 0.579942
0.259643, -0.706479, 0.311624, 0.579960
0.259653, -0.706425, 0.311617, 0.580026
0.259728, -0.706374, 0.311557, 0.580087
0.259735, -0.706315, 0.311553, 0.580158
0.259721, -0.706361, 0.311565, 0.580101
0.259709, -0.706461, 0.311575, 0.579980
0.259722, -0.706473, 0.311566, 0.579964
0.259781, -0.706450, 0.311518, 0.579992
0.259774, -0.706420, 0.311526, 0.580027
0.259727, -0.706471, 0.311565, 0.579965
0.259645, -0.706533, 0.311634, 0.579889
0.259639, -0.706555, 0.311639, 0.579862
0.259667, -0.706544, 0.311617, 0.579874
0.259616, -0.706555, 0.311660, 0.579861
0.259622, -0.706532, 0.311656, 0.579888
0.259621, -0.706525, 0.311658, 0.579896
0.259548, -0.706623, 0.311718, 0.579778
0.259551, -0.706730, 0.311717, 0.579646
0.259593, -0.706725, 0.311684, 0.579651
0.259611, -0.706692, 0.311671, 0.579690
0.259645, -0.706657, 0.311645, 0.579732
0.259780, -0.706618, 0.311541, 0.579775
0.259720, -0.706784, 0.311594, 0.579571
0.259633, -0.706873, 0.311666, 0.579463
0.259622, -0.706798, 0.311678, 0.579552
0.259652, -0.706726, 0.311658, 0.579637
0.259677, -0.706668, 0.311644, 0.579705
0.259719, -0.706614, 0.311624, 0.579762
0.259769, -0.706794, 0.311588, 0.579539
0.259809, -0.706847, 0.311562, 0.579472
0.259705, -0.706937, 0.311649, 0.579361
0.259603, -0.706974, 0.311734, 0.579317
0.259554, -0.706941, 0.311782, 0.579353
0.259500, -0.706716, 0.311836, 0.579621
0.259556, -0.706744, 0.311798, 0.579584
0.259384, -0.706599, 0.311949, 0.579756
0.259467, -0.706649, 0.311886, 0.579692
0.259499, -0.706861, 0.311862, 0.579432
0.259516, -0.706874, 0.311851, 0.579415
0.259549, -0.706829, 0.311837, 0.579461
0.259587, -0.706683, 0.311817, 0.579634
0.259716, -0.706611, 0.311718, 0.579717
0.259753, -0.706630, 0.311693, 0.579692
0.259796, -0.706723, 0.311673, 0.579569
0.259931, -0.706700, 0.311583, 0.579584
0.260046, -0.706933, 0.311506, 0.579290
0.259960, -0.706859, 0.311611, 0.579362
0.259416, -0.707038, 0.312068, 0.579142
0.260031, -0.706504, 0.311567, 0.579788
0.260063, -0.706380, 0.311543, 0.579937
0.260076, -0.706327, 0.311534, 0.580001
0.259983, -0.706442, 0.311609, 0.579862
0.260061, -0.706218, 0.311534, 0.580140
0.263244, -0.703367, 0.308906, 0.583563
0.263784, -0.702779, 0.308464, 0.584261
0.261773, -0.704153, 0.310134, 0.582625
0.260098, -0.703941, 0.311530, 0.582886
0.259340, -0.704459, 0.312159, 0.582261
0.259155, -0.703900, 0.312320, 0.582933
0.262573, -0.702363, 0.309560, 0.584727
0.265355, -0.700950, 0.307316, 0.586348
0.265773, -0.699037, 0.307059, 0.588573
0.263482, -0.696646, 0.309161, 0.591331
0.261405, -0.694621, 0.310963, 0.593685
0.262952, -0.704235, 0.309667, 0.582244
0.258293, -0.691054, 0.313737, 0.597737
0.265593, -0.695743, 0.307606, 0.592260
0.269076, -0.701145, 0.304592, 0.585840
0.269581, -0.701002, 0.304156, 0.586005
0.267713, -0.699398, 0.305791, 0.587924
0.269203, -0.695769, 0.304639, 0.592134
0.270694, -0.695694, 0.303405, 0.592175
0.271181, -0.694553, 0.302987, 0.593504
0.270840, -0.694569, 0.303255, 0.593504
0.269612, -0.693878, 0.304226, 0.594374
0.269563, -0.692461, 0.304224, 0.596047
0.266583, -0.687511, 0.306804, 0.601768
0.269426, -0.688661, 0.304207, 0.600503
0.271870, -0.691556, 0.301886, 0.597239
0.269734, -0.689614, 0.303699, 0.599528
0.269113, -0.690498, 0.304285, 0.598492
0.269150, -0.687485, 0.304341, 0.601906
0.270825, -0.687487, 0.302913, 0.601873
0.272699, -0.688718, 0.301230, 0.600462
0.272442, -0.689135, 0.301384, 0.600023
0.271847, -0.689299, 0.301818, 0.599886
0.272537, -0.690557, 0.301176, 0.598447
0.272833, -0.690363, 0.300914, 0.598668
0.272197, -0.690366, 0.301374, 0.598723
0.274666, -0.693767, 0.298946, 0.594868
0.273116, -0.692953, 0.300153, 0.595922
0.270955, -0.690533, 0.301986, 0.598785
0.270609, -0.689662, 0.302198, 0.599837
0.268550, -0.687026, 0.303998, 0.602870
0.269102, -0.687628, 0.303486, 0.602195
0.268601, -0.686404, 0.303890, 0.603611
0.269764, -0.688192, 0.302826, 0.601587
0.270513, -0.689065, 0.302170, 0.600581
0.271442, -0.688933, 0.301379, 0.600710
0.272401, -0.689044, 0.300584, 0.600547
0.272672, -0.689555, 0.300382, 0.599938
0.273685, -0.690195, 0.299507, 0.599178
0.275033, -0.689759, 0.298361, 0.599634
0.275965, -0.689396, 0.297572, 0.600015
0.276000, -0.688580, 0.297582, 0.600931
0.276025, -0.687332, 0.297593, 0.602341
0.276164, -0.686350, 0.297482, 0.603451
0.275996, -0.685281, 0.297649, 0.604659
0.275681, -0.684153, 0.297964, 0.605924
0.275279, -0.682992, 0.298363, 0.607219
0.274765, -0.682351, 0.298852, 0.607931
0.274354, -0.682143, 0.299233, 0.608163
0.274250, -0.681972, 0.299331, 0.608353
0.273886, -0.681960, 0.299670, 0.608363
