-5.50999 	-30.5 	-27.33
-5.04999 	-31.11 	-28.83
-5.35999 	-31.41 	-28.21
-5.34 	-31.41 	-27.6
-5.34 	-31.41 	-27.6
-5.60999 	-31.1 	-29.72
-5.56999 	-30.2 	-28.54
-5.35999 	-31.41 	-28.21
-4.96999 	-31.11 	-27.02
-5.57999 	-31.1 	-29.11
-5 	-31.11 	-27.63
-5 	-31.11 	-27.63
-5.00999 	-30.81 	-27.64
-4.79999 	-32.01 	-27.3
-5.53999 	-30.5 	-27.93
-6.25999 	-30.5 	-28.5
-5.21999 	-30.8 	-28.53
-5.54999 	-31.1 	-28.51
-4.68999 	-32.31 	-28.8
-5.76999 	-29.9 	-28.85
-4.98999 	-31.41 	-27.62
-5.42 	-31.1 	-29.42
-5.89999 	-31.1 	-28.5
-5.73999 	-30.2 	-28.23
-5.21999 	-30.8 	-28.53
-5.73 	-30.5 	-28.22
-5.34 	-31.41 	-27.6
-5.53999 	-30.5 	-27.93
-6.53999 	-31.7 	-27.85
-4.98 	-30.81 	-27.03
-5.56999 	-31.4 	-29.1
-5.73999 	-31.4 	-28.79
-5.75 	-29.9 	-28.24
-5.71999 	-29.9 	-27.64
-5.23999 	-30.2 	-28.55
-5.31999 	-31.11 	-27.01
-5.42999 	-29.9 	-28.86
-5.73999 	-31.4 	-28.79
-6.09 	-30.5 	-28.81
-5.50999 	-30.5 	-27.33
-5.39 	-30.2 	-28.25
-5.56999 	-30.2 	-28.54
-4.68999 	-31.11 	-28.24
-4.81999 	-30.81 	-27.34
-6.14999 	-29.29 	-29.46
-5.37999 	-30.8 	-28.23
-4.68999 	-31.11 	-28.24
-5.00999 	-30.81 	-27.64
-4.39999 	-30.81 	-29.47
-5.34 	-31.11 	-27.61
-5.56999 	-29.3 	-27.97
-4.89 	-30.2 	-28.57
-4.40999 	-31.41 	-30.05
-3.00999 	-31.7 	-37.34
-3.62999 	-31.11 	-27.68
-2.73 	-30.19 	-41.93
-5.21999 	-30.8 	-28.53
-4.67 	-30.81 	-27.65
-5.59999 	-30.2 	-29.14
-5.07999 	-29.9 	-28.87
-5.31999 	-29.9 	-26.45
-5.37999 	-30.8 	-28.23
-4.68999 	-31.11 	-28.24
-4.7 	-30.51 	-28.26
-5.54999 	-31.1 	-28.51
-5.06999 	-30.2 	-28.86
-5.06999 	-30.2 	-28.86
-4.68999 	-29.91 	-27.68
-4.89999 	-29.9 	-28.58
-4.71999 	-30.81 	-28.85
-4.29999 	-30.81 	-27.06
